Line;Category
صوت الأعمال أقوى من صوت الكلام.;العمل والجد
صوت التعالي يضعف الكفاءة;التعالي
صوت يهمس باذني باستمرار أكاد اسمعه يقول  ظلام الليل لن يطول;التفاؤل
صوت يهمس بأذني باستمرار، أكاد أسمعه يقول.. ظلام الليل لن يطول.;التفاؤل
صوتك هو صوت الضمير;البطر
ضحكوا جميعا عندما قلت إنني سأصبح يوما ما اريدحسنا إنهم لا يضحكون الآن;الحسد
ضَرباً كَأَنَّ السَيفَ فيهِ اِثنانِ;الشجاعة
ضربة الكلمة أقوى من ضربة السيف;الثرثرة
ضرر اللسان عظيم وخطره جسيم;حفظ اللسان
ضرَر اللسان عظيم، وخطره جسيم.;حفظ اللسان
ضرورة التقليل من استهلاك المواد التي تنتج نفايات ملوثة للبيئة;النظافة
ضرورة الحفاظ على موارد البيئة سليمة خالية من أي تلوث من أجل حياة صحية وسعيدة.;النظافة
ضع فخرك واحتط كبرك واذكر قبرك فإن عليه ممرك;التواضع
ضع فخرك واحطط كبرك واذكر قبرك فإن عليه ممرك;التواضع
ضع فخرك، واحطط كبرك، واذكر قبرك، فإن عليه ممرك.;البخل
ضع يدك على قلبك وأقسم أن هذا القلب سيبقى نقيا حليم مهما تأذى سيواجه العالم بالرفق واللين;الرفق
ضع يدك على قلبك وقل رب أجعل هذا القلب نقيا رحيم سليم;الرحمة
ﺿﻮﺀ ﺍﻟﺸﻤﺲ ﻳﺼﻔﻖ ﺍﻷﺭﺽ   ﻭﺷﻌﺎﻉ ﺍﻟﻘﻤﺮ ﻳﻘﺒﻞ ﺍﻟﺒﺤﺮ  ﻣﺎ ﻗﻴﻤﺔ ﻛﻞ ﻫﺬﻩ ﺍﻟﻘﺒﻼﺕ   ﺇﺫﺍ ﻟﻢ ﺗﻘﺒﻠﻨﻲ;السماحة
طاعة اللسان ندامة;حفظ اللسان
طاعة اللسان ندامة.;حفظ اللسان
طالما أن القهر موجود حولنا فسيكون هناك من يناضل ضده فالأحلام لا تعرف حدودا;الظلم
طالما لدي طموح فلدي سبب للحياة القناعة تعني الموت;القناعة
طالما لدي طموح فلدي سبب للحياة.. القناعة تعني الموت.;القناعة
طبيعة الرجل أنه يعشق اكتشاف المجهول فنجد المرأة الخجولة تثير ذهنه لمعرفه المزيد عنها فغالبا ما يكون صمت المرأة الخجولة ورزانتها وهدوؤها دليل على أنها تمتلك شخصية مختلفة عن بقية النساء لذا نجد الرجل شغوف بكشف الستار عن هذا الاختلاف والغريب في الأمر أنه كلما حاولت المرأة التخفي وراء خجلها كلما أصبح الرجل أكثر شغفا باستكشافها;الحياء
طريق الإصلاح مستقيم يسهل السير فيه إلا إن الغالبية تعشق السير في طريق الفساد رغم وعورته وتعرجه;الإصلاح
طريق البر قد يكون صعباً لكن ثماره خالدة;البر
طريق البر لا يعرف الاختصارات;البر
طريق البر يجلب الوضوح;البر
طريق البر يقود إلى الحق;البر
طريق البر يؤدي إلى السعادة الدائمة;البر
طريق البر يؤدي إلى السلام;البر
طريق البر يؤدي إلى السلام الداخلي;البر
طريق البر يؤدي إلى الفهم;البر
طريقة الأناس الخبثاء في الحياة الشر الكراهية والحسد;الخبث
طغى الكثير من البشر وفي النهاية مات الجميع;الرحمة
طلب العلم شاق ولكن له لذة ومتعة والعلم لا ينال إلا على جسر من التعب والمشقة ومن لم يتحمل ذل التعلم ساعة تجرع كأس الجهل أبدا;الذل
طمعت بليلى أن تريع وإنما  تقطع أعناق الرجال المطامع;الطمع
طمعت بليلى أن تريع وإنما.. تقطع أعناق الرجال المطامع.;الطمع
طمعه قتله;الطمع
طمعه قتله.;الطمع
طهر فؤادك من حقد ومن دغل فشر داء يضر القلب داؤهما;الحسد
طهر فؤادك من حقد ومن دغل فشرداء يضر القلب داؤهما;الحسد
طهر فؤادك من حقد ومن غل فشر داء يضر القلب داؤهما;الحسد
طوبى لمن طاب كسبه وصلحت سريرته وكرمت علانيته وعزل عن الناس شره;المحبة
طوبى لمن طاب كسبه، وصلحت سريرته، وكرمت علانّيته، وعزل عن الناس شره.;الخداع
طوبى لمن طاب كسبه، وصلحت سريرته، وكرمت علانيته، وعزل عن الناس شره، ولم يغش ويفسد في حياة الناس.;الغش
طول البال يهدم الجبال;الصبر
طول البال يهدم الجبال.;الصبر
طيب القلب إنه إنسان لا يعرف الحقد ولا يعرف الضغينة ولا ينتقم ويسامح بسهولة.;طيبة القلب
ظَلَّ الجُمُودُ عَلَى أَبْوَابِهِ رَصْداً;الوفاء
ظلم الأقارب أشد وقعا من السيف;الظلم
ظلم الأقارب أشد وقعا من السيف وظلم ذوي القربى أشد مرارة على النفس من وقع الحسام المهند;الظلم
ظلم الأقارب أشد وقعا من السيوف;الظلم
ظلم الضعيف أفحش ظلم;الظلم
ظلم القريب أفحش ظلم;الظلم
ظلم الناس يذكرنا بلطف ورحمة رب العالمين;الرحمة
ظلم اليتامى مفتاح الفقر;الظلم
ظلم اليتامي مفتاح الفقر;الظلم
ظلم ذوي القربى أشد مرارة على النفس من وقع الحسام المهند;الظلم
ﻇﻠﻢ ﻻﺧﻴﻚ ﺃﻥ ﺗﺬﻛﺮ ﻣﻨﻪ ﺃﺳﻮﺀ ﻣﺎ ﺗﻌﻠﻢ ﻭ ﺗﻜﺘﻢ ﺧﻴﺮﻩ;الإساءة 
ظمأ القلب لا تطفئه قطرة ماء.;الطيبة
ظمأ القلب لا تطفئه قطرة ماء، بل كلمة طيبة.;الطيبة
ظن السوء بالأنبياء كفر;سوء الظن
ظن العاقل أصح من ظن الجاهل;سوء الظن
ظنّ حبيبي راضياً بسعيهِ،;الحسد
ظنوا أن النبي لا يحزن كما ظن قوم أن الشجاع لا يخاف ولا يحب الحياة وأن الكريم لا يعرف قيمة المال ولكن القلب الذي لا يعرف قيمة المال لا فضل له في الكرم والقلب الذي لا يخاف لا فضل له في الشجاعة والقلب الذي لا يحزن لا فضل له في الصبر إنما الفضل في الحزن والغلبة عليه وفي الخوف والسمو عليه وفي معرفة المال والإيثار عليه;الشجاعة
ظنوا أن النبي لا يحزن، كما ظن قومٌ أن الشجاع لا يخاف ولا يحب الحياة، وأن الكريم لا يعرف قيمة المال، ولكن القلب الذي لا يعرف قيمة المال لا فضل له في الكرم، والقلب الذي لا يخاف لا فضل له في الشجاعة، والقلب الذي لا يحزن لا فضل له في الصبر، إنّما الفضل في الحزن والغلبة عليه، وفي الخوف والسمو عليه، وفي معرفة المال والإيثار عليه.;الشجاعة
ظنوا أن النبي لا يحزن، كما ظن قوم أن الشجاع لا يخاف ولا يحب الحياة، وأن الكريم لا يعرف قيمة المال، ولكن القلب الذي لا يعرف قيمة المال لا فضل له في الكرم، والقلب الذي لا يخاف لا فضل له في الشجاعة، والقلب الذي لا يحزن لا فضل له في الصبر، إنما الفضل في الحزن والغلبة عليه، وفي الخوف والسمو عليه، وفي معرفة المال والإيثار عليه.;البخل
عابوا علينا سخاء الكف نبسطها  كم عابنا الناس نسخو في عطايانا  وكم خطئنا وكم نرتد عن خطأ  محبة الضيف بعض من خطايانا;المحبة
عاجز عن الكذب وارتداء الأقنعة.;الخيانة
عادة المنافقين تهزيع الأخلاق;النفاق
عادة المنافقين تهزيع الأخلاق.;النفاق
عاشر بمعروف وسامح من اعتدى ودافع ولكن بالتي هي أحسن;السماحة
عاشرْ بمعروفٍ وسامحْ من اعتدى ودافعْ ولكن بالتي هي أَحْسَنُ.;التسامح
عاقبة الصّبر الجميل جميلة.;الصبر
عالج آفة الملل بكثرة العمل.;العمل والجد
عامل أخاك بالرأي الرفيق ولاقى الناس بالوجه المبتسم الطليق;الرفق
عامل الآخرين دائما برفق لأن الله عز وجل يحب الرفق;الرفق
ﻋﺎﻣﻞ ﺍﻟﺠﻤﻴﻊ ﺑﺄﺩﺏ ﻭﻟﻄﻒ   ﻟﻴﺲ ﻷﻧﻬﻢ ﻟﻄﻔﺎﺀ   ﻭﻟﻜﻦ ﻷﻧﻚ ﻛﺬﻟﻚ;التواضع
عامل الناس برأي رفيق والق من تلقى بوجه طليق;الرفق
عامل الناس كما تحب أن يعاملوك;المحبة
عامل جار السوء بالصبر وإن لم تجد صبرا فارحل;الصبر
عامل والديك وكبار السن بالطريقة التي تريد أن يعاملها أطفالك بها لاحقا في الحياة;الرفق
ﻋﺎﻣﻠﻮﺍ ﺍﻟﻨﺎﺱ ﺑﻤﺎ ﻳﻈﻬﺮﻭﻥ ﻟﻜﻢ  ﻭﷲ ﻳﺘﻮﻟﻰ ﻣﺎﻓﻲ ﺻﺪﻭﺭﻫﻢ;المحبة
عباراتنا شتى وحسنك واحد.. وكل إلى ذاك الجمال يشير.;العدل
عباس محمود العقاد   ليس الحاسد هو الذي يطمع أن يساويك بأن يرقى إليك بل هو الذي يريد أن تساويه بأن تنزل إليه;الحسد
عبد الله ابن المعتز    صبر على كيد الحسود فإن صبرك قاتله   كالنار تأكل بعضها إن لم تجد ما تأكله;الحسد
عبد الله بن مسعود الإيمان نصفان نصف صبر ونصف شكر;الصبر
عبد المطامع في ثياب مذلة   عن الذليل لمن تعبده الطمع;الطمع
عبد المطامع في ثياب مذلة  عن الذليل لمن تعبده الطمع;الطمع
عبد المطامع في ثياب مذلة .. عن الذليل لمن تعبده الطمع.;الطمع
عبد المطامع في ثياب مذلة.. عن الذليل لمن تعبده الطمع.;الطمع
عبر نفحات النسيم وأريج الأزاهير وخيوط الأصيل أرسل شكرا من الأعماق لك;الشكر
عبر نفحات النسيم، وأريج الأزاهير، وخيوط الأصيل، أرسل شكراً من الأعماق لك.;الشكر
عثرة الرجل تزيل القدم وعثرة اللسان تزيل النعم;حفظ اللسان
عثرة الرجل تزيل القدم، وعثرة اللسان تزيل النعم.;حفظ اللسان
عثرة القدم أسلم من عثرة اللسان;حفظ اللسان
عثرتك برجلك ولا عثرتك بلسانك;حفظ اللسان
عثرتك برجلك، ولا عثرتك بلسانك.;حفظ اللسان
عجبا إن القلب تعرف اليأس    رغم أنه الشمس تشرق كل يوم;التفاؤل
عجبا أن القلب يعرف اليأس  رغم انه الشمس تشرق كل يوم;التفاؤل
عجبا لأمر المؤمن إن أمره كله له خير  وليس ذلك لأحد إلا للمؤمن  إن أصابته سراء شكر فكان خيرا له وإن أصابته ضراء صبر فكان خيرا له;الصبر
عجباً لأمر المؤمن، إن أمره كله له خير- وليس ذلك لأحد إلا للمؤمن- إن أصابته سراء شكر فكان خيراً له، وإن أصابته ضراء صبر فكان خيراً له.;الصبر
عجبا للمؤمن لا يقضي له قضاء إلا كان خيرا له إن أصابته ضراء صبر فكان خيرا له وإن أصابته سراء شكر فكان خيرا له;الحكمة
عجباً للمؤمن لا يقضي له قضاء إلا كان خيراً له، إن أصابته ضراء صبر فكان خيراً له، وإن أصابته سراء شكر فكان خيراً له.;الحكمة
عجبت لابن آدم يتكبر وأوله نطفة وآخره جيفة;الكبر
عجبت لابن آدم يتكبر، وأوله نطفة وآخره جيفة.;التكبر
عجبت لإدلال العيي بنفسه … وصمت الذي قد كان بالقول أعلما;الصمت
عجبت للإنسان يوصي غيره بالقناعة ولا يقنع هو;القناعة
عجبتُ للإنسان يوصي غيره بالقناعة.. ولا يقنعُ هو.;القناعة
عجبتُ للإنسان يوصي غيره بالقناعة، ولا يقنعُ هو.;القناعة
عجلة الحظ لا يدفعها إلا العمل.;العمل والجد
عد الكسل مثل الخيانة، ولا تبحث عن راحة إذ لا يكتمل قدرك إلّا في الموت.;الإخلاص
ﻋﺪ ﻋﻤﺮﻙ ﺑﺎﻻﺻﺪﻗﺎﺀ  ﻻ ﺑﺎﻟﺴﻨﻮﺍﺕ  ﺍﺣﺴﺐ ﺣﻴﺎﺗﻚ ﺑﺎﻹﺑﺘﺴﺎﻣﺎﺕ ﻻ ﺑﺎﻟﺪﻣﻮﻉ;التواضع
عدت أعرف أن لعن الظلم لا يجدي مديح العدل لا يجدي وخلع الشوك لا يكفي وقول الشعر محض خيانة;الظلم
عدل قائم خير من عطاء دائم.;العدل
عدم الاعتراف بالأخطاء;العجب
عدم التسامح هو وسواس من الشيطان، فلماذا نتبعه؟;التسامح
عدم تعذيب الحيوان بأي شكل من الأشكال أو تحميله فوق طاقته;الرفق
عدم مبالاة الشخص بتبعيات قرارته وتصرفات الحرص على البقاء محط اهتمام الآخرين;العجب
عدو عاقل خير من صديق جاهل;اللامبالاة
عذاب الحب يصادف الشخص في حياته مشاعر حب ممزوجة بعذاب الحب ولوعته من فراق وشوق وحنين فيعيش صريع الحب طوال;الوفاء
عذب حسادك بالإحسان إليهم;الحسد
عذب حسادك بالإحسان إليهم.;الحسد
عرض الله الأمانة على الجبال فأبينا أن يحملنها وهونها فحملها الإنسان;الأمانة
عرض الله الأمانة على الجبال فأبينا أن يحملنها وهونها فحملها الإنسان.;الأمانة
عرف الحكماء الكذب بأنه مخالفة الكلام للواقع ولعلهم أرادوا في هذا التعريف الحقيقة العرفية ولو شاءوا لأضافوا إلى كذب الأقوال كذب الأفعال;الكذب
عرف الحكماء الكذب بأنه مخالفة الكلام للواقع ولعلهم أرادوا في هذا التعريف الحقيقة العرفية ولو شاءوا لأضافوا إلى كذب الأقوال كذب الأفعال.;الكذب
عرفان الجميل شيمة الأرواح النبيلة شكرا لك أيها الصديق ذو الروح النبيلة;الشكر
عرفان الجميل شيمة الأرواح النبيلة، شكرا لك أيها الصديق ذو الروح النبيلة.;الشكر
عروة بن الزبير;التودد
عَريشاً فَمَشيِي في الرِجالِ دَبيبُ;حسن الظن
ﻋﺰﻣﺖ ﻋﻠﻰ ﺍﻥ ﺍﻛﻮﻥ ﻣﺠﺘﻬﺪﺍ ﺍﻟﻰ ﺍﻟﻐﺎﻳﺔ ﺍﻟﻘﺼﻮﻯ   ﻻﻧﻨﻲ ﺍﻋﻠﻢ ﺍﻥ ﻟﻴﺲ ﻟﻲ ﻣﻮﻫﺒﺔ;حسن الظن
عزيز النفس عفيف عن الشهوات;العفة
عزيمتك ليست في أناقتك بل في أخلاقك;البطر
عش الحياة بنشاط واهتمام;النشاط
عش ببساطة واجعل من كل يوم فرصة;البطر
عش بحماس ولا تسمح لللامبالاة بالسيطرة;اللامبالاة
عش بروح الطفولة;التعالي
عش بسلام مع جيرانك أو تجرع كأس الغضب;سوء الجوار
عش بقناعة تكن سعيدا;القناعة
عش بلا حقد فالحياة أقصر من ذلك;الحقد
ﻋﺶ ﺑﻼ ﻭﻗﺖ ﻣﺴﺘﻘﻄﻊ;التواصي بالخير
عش حياتك برضا تكن سعيدا;القناعة
عش حياتك بقناعة تكن سعيدا;القناعة
عش حياتك على مبدأ، كُن محسنًا حتى وإن لم تلقَ إحسانًا، ليس لأجلهم، بل لأن الله يحب المحسنين.;العدل
عش رجبا ترى عجبا;الصبر
عش رجباً ترى عجباً.;الصبر
عش قنوعا تكن سعيدا;القناعة
عش هذه الحياة واعمل فيها جاهدا أن يستفيد من وجودك أكبر عدد من الناس فإذا فعلت ذلك تجلت نواياك وتطهرت روحك وطابت نفسك;التواصي بالخير
عصفور تمتلكه باليد خيرا بكثي من كناري على الشجرة;القناعة
عصفور دوري في اليد خير من كناري على السقف;القناعة
عصفور دوري في اليد، خير من كنار على السقف.;القناعة
عصفور في الطبق أفضل من حجل في الجو.;القناعة والرضا
عصفورٌ في الطبق أفضل من حجل في الجو.;القناعة
عصفور في اليد خير من اثنين على الشجرة.;القناعة
عصفور في اليد خير من اثنين في الجو;القناعة
عصفور في اليد خير من اثنين في الجو.;القناعة
عصفور في اليد ولا عشرة على السطح.;القناعة والرضا
عصفورٌ في اليد ولا عشرة على السطح.;القناعة
عصفورة باليد ولا عشرة فوق الشجر;القناعة
عطاء القلوب أكبر من عطاء المال;المن
عطاء القلوب هو الذي يدوم;المن
عطاء بدون وعد خير من وعد دون وفاء;التواصي بالخير
عطائي عطاء المكثرين تجملاً.. ومالي كما قد تعليمن قليل .;البخل
عطر البر يجذب النفوس النبيلة;البر
عطن الدنيا أبدي عبث الجان بالخلق لا ينتهي الظلم كنيران المجوس لا ينطفئ;الظلم
عظماء التاريخ كتبوا أسماءهم بحروف من تضحيات;التضحية
عظمة الرجال تقاس بمدى استعدادهم للعفو والتسامح عن الذين أساؤوا إليهم;السماحة
عظمة الرجال تقاس بمدى استعدادهم للعفو والتسامح عن الذين أساؤوا إليهم.;التسامح
عظمة الروح تتجلى في التضحية;التضحية
عقلك مثل حديقة إما إن تزرعها بورود الأمل والتفاؤل أو تملأها بشوك اليأس والتشاؤم تفاءلوا بالخير تجدوه;التفاؤل
عُقمَ البُطونِ حَوالِكَ الأَلوانِ;الشجاعة
عقول الناس مدونة في أطراف أقلامهم;المحبة
عقول الناس مدونة في أطراف أقلامهم وظاهرة في حسن اختيارهم;المحبة
عكس الحب ليس الكراهية بل اللامبالاة;اللامبالاة
عكس الناس، كان يريد أن يختبر بها الإخلاص.. أن يجرب معها متعة الوفاء عن جوع، أن يربي حباً وسط ألغام الحواس.;الوفاء
علاقة الإنسان الجيدة بالحيوان والأشجار تضمن لنا حياة بيئية جيدة;النظافة
علاقة الإنسان الجيدة بالحيوان والأشجار تضمن له حياة بيئية جيدة;النظافة
علاقة الإنسان الجيّدة بالحيوان والأشجار تضمن له حياة بيئية جيدة.;النظافة
علامات تظهر على الكاذب;الكذب
علم بغير أمانة شر من الجهل وذكاء لا يصاحبه صدق اللهجة نكبة على العقل;الأمانة
علم بغير أمانة شر من الجهل، وذكاء لا يصاحبه صدق اللهجة نكبة على العقل.;الصدق
علم بغير أمانة شر من الجهل، وذكاء لا يصاحبه صدق اللهجة نكبة على العقل. ;الأمانة
علمتني الحياة أن الرحمة أصيلة في النفس الإنسانية وأن القسوة ليست أصيلة في النفس وليست راسخة وإنما هي شعور طارئ وظاهرة مرضية تدل على وجود خلل في حياة الإنسان;الرحمة
علمني الشر الموجود بالأشياء أن الخير في باطنه كلؤلؤة داخل الصدفة ولكن يحتاج منا الصبر لإخراجه;الصبر
علمني الشر الموجود بالأشياء أن الخير في باطنه كلؤلؤة داخل الصدفة ولكن يحتاج منا الصبر لإخراجه.;الصبر
علمني الوفاء أن أحسب خطواتي أنا فقط، ولا أحاسب من أحب على خطواته.;الإخلاص
علموا أولادكم أن يقولوا للباطل لا فإن انتصر الباطل في أحد الجولات فقد هزموا للأبد;الشجاعة
علموا بناتكم على الشراسة كي يحظين بالاحترام لا الشفقة (باسل الأعرج);الشفقة
علو الهمة بداية النجاح;العزم والعزيمة وعلو الهمة
علو الهمة هو السعي وراء الأفضل دائمًا;العزم والعزيمة وعلو الهمة
علو الهمة هو السعي وراء الرؤية التي تؤمن بها;العزم والعزيمة وعلو الهمة
علو الهمة هو السعي وراء النجاح بغض النظر عن المحن;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تأخذ الخطوات الصحيحة نحو القمة;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تبتكر في كل مجال;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تبذل جهدًا كبيرًا للوصول إلى ما تصبو إليه;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تبذل قصارى جهدك لتحقيق كل ما تسعى إليه;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تبقى عازمًا على النجاح مهما كانت التحديات;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تتجاوز كل المحن وتظل قويًا;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تتطلع دومًا للأعلى;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تتطلع دومًا لما هو أفضل;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تجعل كل خطوة تأخذها نحو هدفك تعني شيئًا كبيرًا;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تحارب من أجل ما تؤمن به;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تحافظ على إصرارك رغم كل الظروف;العزم والعزيمة وعلو الهمة
علو الهمة هو أن ترفع سقف طموحاتك وتحققها;العزم والعزيمة وعلو الهمة
علو الهمة هو أن ترى الصعاب فرصة للتحسن;العزم والعزيمة وعلو الهمة
علو الهمة هو أن ترى في كل تحدٍ فرصة للنجاح;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تستمر رغم الصعوبات;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تستمر في السعي إلى أن تصل إلى القمة;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تستمر في السعي حتى لو كان الطريق طويلًا;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تسعى إلى ما هو أبعد من المألوف;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تسعى دائمًا لما هو أعظم;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تسعى لتحقيق أفضل نسخة من نفسك;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تسعى لتحقيق الأهداف العظيمة;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تسعى لتحقيق أهدافك مع كل خطوة تخطوها;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تسعى لتحقيق كل ما هو أكبر وأعظم;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تسعى لتحقيق ما لم يحققه الآخرون;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تسعى للتميّز وتبتعد عن القبول بالقليل;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تسعى لما هو أعظم من العادي;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تسعى لما هو أفضل وتحقيق هدفك بكل حماس;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تسعى وراء التفوق والتميز;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تسعى وراء أهدافك بأقصى قوتك;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تصنع فرصك الخاصة بدلاً من انتظارها;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تصنع من المحن قوة دافعة لتحقيق النجاح;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تضع لنفسك أهدافًا عظيمة وتعمل على تحقيقها;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تضع هدفك نصب عينيك وتعمل من أجل الوصول إليه;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تطمح لما هو أعظم;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تظل تسعى رغم التحديات;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تظل تسعى لتحقيق أهدافك بلا توقف;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تظل دائمًا على الطريق الصحيح رغم صعوبته;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تظل دائمًا في سعي لتحقيق الأفضل;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تظل ساعيًا نحو الأفضل;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تظل عازمًا على النجاح رغم الصعوبات;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تظل متمسكًا بالهدف مهما كانت الظروف;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تظل متمسكًا بأهدافك رغم العوائق;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تظل متمسكًا بطموحاتك;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تظل مخلصًا لأهدافك;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تعمل باستمرار لتحقيق طموحاتك;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تكون دائم السعي لتحقيق الأفضل;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تكون دائمًا على استعداد للعمل بجد;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تكون دائمًا على استعداد للعمل بجد من أجل أهدافك;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تكون دائمًا في رحلة للنمو والتحسين;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تكون دائمًا في طموح مستمر;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تكون دائمًا مستعدًا لتحقيق أشياء عظيمة;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تكون شجاعًا بما فيه الكفاية لمواجهة المجهول;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تكون شجاعًا بما يكفي لتحمل المسؤولية;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تكون صاحب رؤية واضحة لمستقبلك;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تكون صامدًا في وجه الصعاب;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تكون عازمًا على النجاح بكل ما لديك;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تكون عازمًا على بلوغ هدفك مهما كانت التحديات;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تكون على استعداد للعمل بكل ما لديك لتحقيق الهدف;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تكون قادرًا على الاستمرار رغم التحديات;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تكون قادرًا على التكيف مع الظروف لتحقيق النجاح;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تكون قادرًا على تخطي كل عقبة تقف في طريقك;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تكون قويًا بما يكفي لتواجه الحياة;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تكون لديك الرغبة في تحدي المستحيل;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تكون متفائلًا بأنك ستنجح مهما كانت التحديات;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تكون متفوقًا على نفسك قبل أن تكون متفوقًا على الآخرين;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تكون مرنًا في التفكير صلبًا في العزيمة;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تكون مستعدًا للتضحية من أجل النجاح;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تكون مؤمنًا بقدرتك على التفوق;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تواصل التقدم بثبات حتى مع التحديات;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تواصل السعي حتى في أقسى الظروف;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تواصل السعي رغم التحديات المستمرة;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تواصل السعي رغم الرياح المعاكسة;العزم والعزيمة وعلو الهمة
علو الهمة هو أن تواصل السعي نحو النجاح على الرغم من الصعوبات;العزم والعزيمة وعلو الهمة
علو الهمة هو أن لا تتوقف عندما تتعب بل عندما تحقق هدفك;العزم والعزيمة وعلو الهمة
علو الهمة هو أن لا ترضى بالقليل بل تطمح دائمًا للأفضل;العزم والعزيمة وعلو الهمة
علو الهمة هو إيمانك بأنك قادر على تحقيق أي شيء;العزم والعزيمة وعلو الهمة
علو الهمة هو تحدي النفس وتجاوز حدودها;العزم والعزيمة وعلو الهمة
علو الهمة يبدأ بخطوة ولكن هذه الخطوة لا تتوقف;العزم والعزيمة وعلو الهمة
علو الهمة يتطلب إرادة حديدية;العزم والعزيمة وعلو الهمة
علو الهمة يتطلب التفاؤل والإيمان بالقدرات;العزم والعزيمة وعلو الهمة
علو الهمة يتطلب الشجاعة لمواجهة المخاوف;العزم والعزيمة وعلو الهمة
علو الهمة يجعل كل شيء ممكنًا;العزم والعزيمة وعلو الهمة
علو الهمة يعني أن تبذل جهدًا إضافيًا لتحقيق التميز;العزم والعزيمة وعلو الهمة
علو الهمة يعني أن لا تقتصر على ما هو متاح بل تسعى لما هو أسمى;العزم والعزيمة وعلو الهمة
علو الهمة يعني أن لا تكتفي بالقليل بل تطمح إلى الكثير;العزم والعزيمة وعلو الهمة
على أبواب البر تقف حراس الرحمة;البر
على أبواب البر تنتظر الملائكة;البر
على أجنحة البر تحلق الأحلام;البر
على أجنحة البر تطير دعوات المظلومين;البر
على أجنحة التضحية تحلق الأحلام;التضحية
على أسوار البر يقف حراس اليقين;البر
على أعتاب البر تسقط أقنعة الرياء;البر
على الإنسان أن يحافظ على البيئة والنظافة بما في ذلك الغابات والبحار;النظافة
